name	ratings	date	helpful	comment	comment_len
송규복	5	2019-07-13	0	쫄깃하고 맛있네요 짜장도 불지않았고 좋았어요	24
Google 사용자	5	2020-03-13	0	더더과 족발이 정말 잘 어울려요.	18
나나	5	2019-06-18	0	만족하며사용중 쿠폰좀쓸만한거많이주길바람	21
Google 사용자	5	2019-03-08	0	배달민이 다른곳보다 가격이 좀더 낮고 업체들도 많아서 좋네요	33
이기현	5	2019-09-21	0	좋네요ㅎㅎ배달어플 이만하게 없습니다	19
밀크티	5	2019-06-18	0	좋아요 음식점이 많아져서 자주이용하게되요	22
김이수	5	2019-02-12	0	사용이 편리하고 네이버페이 연동돼서 좋아요^^	25
정현진	5	2019-09-17	0	맛도 신선도도 짱 추천합니다	15
정지우	5	2018-11-23	0	앱 잘쓰고 있어요. vip혜택이 좀 많았으면 좋겠어요	29
한정호	5	2018-10-14	0	쉽고 편리한 생활을 위해 필요합니다	19
김동천	5	2019-06-02	0	좋은가계들이 많이 있어서 좋습니다	18
Google 사용자	5	2018-10-28	0	검색기능이없어서 추천받는 느낌이 강해 좋네요ㅎㅎ	26
mK shin	5	2019-11-05	0	음식시킬 때 편해요 정말 좋아요:)	19
다비드백	5	2018-12-16	0	요기요 쓰다 넘어왔는데 좋네요	16
이주홍	5	2019-01-20	0	쿠폰 완전 잘썼어요 ㅎㅎ	13
김야옹	5	2019-05-20	0	완전좋아요 만원짜리 쿠폰3개까지주시고 진작가입할걸 그랬어요	32
Google 사용자	5	2018-12-13	0	배민 좋네요. 할인도 많고 정보도 자세하고	23
박영	5	2019-06-25	0	항상 편리하게 잘 쓰고있습니다ㅎㅎ	18
김진영	5	2019-10-02	0	배달도 빠르고 배달해주시는 분이 친절하셔서 기분좋게 전달받았습니다^^	38
인천의리치킹	5	2018-12-05	0	맛집찾기좋고 할인쿠폰있는것도 좋음	18
남남영수	5	2019-02-03	0	사용하기 편하고 이용잘하고있어요♡	18
김현아	5	2019-03-09	0	배달빠르고 맛도 좋아요	12
신현미	5	2018-11-03	0	완전 빠르고 좋아용^^	12
보니	5	2018-10-11	0	항상 배민으로 잘먹고있습니다 추천!	19
김영민	5	2019-01-18	0	빠른고 편리하네요	9
김지원	5	2019-05-31	0	티비에서 한번도 안써본사람 찾는다길레 설마하고 깔아봤는데 진짜1만원 할인되네요 감사합니다 2만3천원짜리 뿌링클 1만3천원주고 사먹었어요^^전에 살던 동네는 배민이 안됐었는데 이사온동네는 되네요 반찬배달도 도시락 배달도 되어넘 좋아요 감사합니다 흥하세요 ^^	143
정병수	5	2019-05-10	0	너무 편하고 좋아요.. 꽁짜 쿠폰 감사요~^^~♡	27
서혜란	5	2018-11-18	0	좋아요~~~리뷰에 주문한음식 나오면 좋겠어요	24
김순호	5	2019-02-14	0	전복죽을 여러군데 시켜 먹어봤는데 제일 맛있었어요	27
김정승	5	2018-11-27	0	편리하고 다양한 제품들이 많네요	17
박영호	5	2019-10-13	0	빠른배달 정확합니다 자주애용합니다	18
장옥경	5	2019-11-16	0	집에서 편리하고 먹을수있어 행복합니다	20
Youngmo Bae	5	2018-09-16	1	배민라이더스에 뜨는 음식점중에 더이상 안보고 싶은 음식점들은 목록제외 시킬 수 없나요? 암튼 살찌고 좋습니다~	61
봉구	5	2019-01-13	0	요기요 쓰다가 배민으로 넘어왔는데 배민이 (좀더 좋은거같아요..ㅎ)	37
Google 사용자	5	2018-10-06	0	간단명료하게 말합니다 완벽해요!	17
치즈	5	2019-06-15	0	할인이벤트도 많고 좋네요	13
조진혁	5	2019-08-01	0	덕분에 많은 새로운 맛집들을 알게 되었어요 ㅎㅎ	26
성재	5	2018-11-12	0	빠르게 시켜먹을수 있어서 좋아요~	18
장형욱	5	2019-09-08	0	초보 이용자이지만 정말 편리하고 맘에 쏙듭니다.	26
변혜정	5	2019-08-06	0	어플 편리하고 맛집도많고 좋아요	17
Zoo Hen	5	2019-04-05	0	삐르고 친절한 배달. 맛있게 잘 먹었습니다.	24
조커	5	2019-09-02	0	배달도 빠르고 친절하고 맛도 좋아요	19
파리채싸대기	5	2018-12-27	0	처음 사용해보는대 배달도 빠르고 좋아요	21
미엘커피miel coffee	5	2019-04-23	0	편리하게 주문할수 있어서 좋아요	17
이지수	5	2019-08-06	0	떡볶이스타(건대점) 배달의민족에서 주문해서 맛있게 먹었습니다.	34
김정윤	5	2018-09-15	0	이벤트쿠폰도 주고 좋았습니다.	16
킴덕배	5	2018-09-19	0	배달도 빠르고 맛있네요 혼자시켜먹기도 좋구	23
안상현	5	2019-01-29	0	빠르고 정확하게 잘 사용하고있어요	18
최난숙	5	2019-04-04	0	빠르고 정확하고 친절합니다.	15
이인숙	5	2019-06-29	0	다른 어플에 없는 맛집이 더 많은듯ㅎ	20
정기사	5	2019-01-25	2	다좋아요 잘쓰고있구요 혹시 다음 업데이트에 나만의 블랙리스트 이런거 추가할수있는 기능 만들어주시면 안될까요? 거지같은 가게 시켰다 몇달뒤 까먹고 또시키는 경우도 있거등요	94
박종술	5	2019-05-04	0	맛있음...색다른 맛...모험 해볼만함...만족	26
둘두	5	2019-06-22	0	다양한 음식을 편하게 시켜먹을 수 있어서 너무 조아용	29
김영식	5	2019-08-28	0	맛있는 음식을 먹고 추천ㅋ 깔끔한 매운맛 원추 ㅎ	27
이예슬	5	2019-11-08	0	배달 어플 중에 제일 잘 쓰고 있습니다.	22
박재흥	5	2019-04-14	0	좋아요 정확한 표현아닌가요ㅋ	15
su lee	5	2019-03-09	0	가족이 먹는다 생각하시고 항상 건강한치킨 부탁드려요~	29
박승철	5	2019-06-15	0	빠르고 간편해서 좋네요~~	14
수진	5	2019-04-16	0	한번에 다양한걸 볼수있어서 좋아요~~~	21
마니운짱	5	2019-07-08	0	설명이 잘 되어 있어서 사용하기 편한 앱입니다.	26
아아	5	2020-08-09	1	별점 다는 애들 왜 이렇게 멍청한 애들이 많냐 배달 지연되는 걸로 욕하는 거 진짜....병..	52
진리와자유	5	2019-11-19	3	제가 그동안 부캐동원 배민 별점 낮게드렸엇는데 생각이짧았습니다 죄송합니다 배달의민족이 있어야 요기요에서 할인을많이해주는거같아요 앞으로도 배민이 잘되었으면좋겠어요 배민화이팅!	96
winniemihae	5	2019-01-17	0	쓰기 편해요. 개인적으로 앱 색깔도 맘메들구요^^	27
이해광	5	2021-01-17	0	너무 편리한 앱입니다	11
Google 사용자	5	2019-02-23	0	저렴하고 맛있고 편하게 먹었네요	17
유석현	5	2019-06-02	0	배달민족 혜택도 많고 빠르고 좋네요!	20
이무웅	5	2019-09-29	0	배달소요 시간도 거의 정확하게 배달됨.	21
고롱고롱	5	2019-05-28	0	배달 주문 하는 데 있어서 완전 편리함	21
개쩡	5	2019-02-27	0	저는 다른 배달 앱보다 배민이 좋은거 같아요 종류도 많고 가입가게도 많아서 좋아요^^	47
박진수	5	2020-03-18	0	덕분에 음식점 비교하며 서핑하며 고릅니다♡	23
김소현	5	2020-07-28	1	평점이 왜 낮은거징.. 타 어플들보다 가게가 훨씬 다양한뎅..	34
귀여니희진	5	2019-01-14	0	전화주문이 많긴하지만 좋아요~	16
양영신	5	2019-05-22	0	배달 신속 기사님 친절 너무 좋아요	19
wm kc	5	2019-08-17	0	제대로 된 짬뽕 맛. 잘 튀긴 탕수육. 강추.	25
이영구	5	2019-08-29	0	사용하기도 쉽고 편리하게 되어있네요	19
SW Joo	5	2019-07-18	0	리뷰에 대한 신뢰성도 높고 좋아요ㅎ	19
Jo K.	5	2019-05-13	0	수수료 이슈 빼곤 다 좋음. 어플 편하고	22
소향바라기	5	2019-08-15	0	ㅇㅅㅇ 좋네요 다만 선착순이라는 점만 빼놓고는 ㅜㅡㅜ	29
Google 사용자	5	2018-11-04	0	배달앱치고검색도잘되고훌륭함	14
임형석	5	2019-02-10	0	가끔 배달이용하지만 역시 맛나네요.ㅎㅎ	21
최성웅	5	2019-06-15	0	주문이 즐거워지는 앱이넹요.	15
lee보물	5	2019-07-12	0	편리한 주문과 빠른 배송 감사합니다	19
박장용	5	2019-05-06	0	완전 편하고 쿠폰도 짱!	13
명선화	5	2019-02-26	0	언제나 잘 시켜먹고있습니다	14
서미정	5	2019-01-13	0	편하게 원하는 음식 주문 가능해서 좋아요	22
최딸기	5	2019-08-10	0	빠르고 맛있고 후기들도 꽤나솔직해서 증말 져아욤^^	28
이성현	5	2018-12-02	0	집근처..종류별로 검색할수 있어서 봏아요 ㅎㅎ	25
신성훈	5	2019-08-04	0	배고픈데 귀찮을때 클릭한번에 배달이 똭 짱편하게 사용중이네요	33
최준혁	5	2019-07-18	0	잘 이용하고 있습니닿ㅎㅎ 저의 식사 메뉴의 폭을 넓혀준 어플!!	35
jung ho park	5	2019-06-07	0	한번도 안써보시분 강력히 추천 월 만원 할인 3번갑니다 어제 가입 해서 치킨 1만8천원 1만원 할인 해서 8천원에 먹었네요 ㅎㅎ	71
김기환	5	2019-04-09	0	감사히잘먹었고 정말좋은어플이내요	17
dongju shin	5	2019-07-03	0	1인메뉴도 있고 배달 메뉴가 많아서 좋아요~~	25
도유영	5	2020-01-10	0	메뉴를 검색해서 찾을수 있는 식당이 있었으면	24
Google 사용자	5	2018-11-25	0	편리합니다. 배민 라이더스 배달도 빠르고 알림도 좋네요.	31
홍군	5	2019-03-23	0	어느 지역을 가더라도 잘 쓰고 있습니다	21
김은지0864	5	2019-04-27	0	갑자기쿠폰이들어와서 아주잘먹었어요♡	19
배진영	5	2019-01-18	0	주문및 결재도 편하고 좋아요	15
백가연	5	2019-07-03	0	할인쿠폰 써서 매번 저렴하게 먹어서 좋아요	23
CINDY S	5	2019-01-18	0	편하게 배달음식 먹을 수 있어 너무 좋아요	23
Hyewon Jin	5	2018-11-30	0	편하고 빠르고 현대인의 필수 앱입니다 !!	23
정민재	5	2019-06-10	0	쿠폰도 많고 어플도 안정적이네여	17
윤도현	5	2018-11-09	0	다양한 메뉴 선택의 폭이 너무 좋아요~^^	23
이원길	5	2019-04-10	0	굿~ 좋은 음식점 많이많이 소개해주세요^^	23
우기부기	5	2019-11-19	0	배달도 빠르고 맛있게 잘 먹었습니다	19
김희수	5	2019-03-29	0	너무 만족합니다. 별5개가 부족하네요...많이 애용하겠습니다	33
Abio	5	2019-03-15	0	타어플보다 이용할 수 있는 가게가 많아서 좋아요!	27
최정욱	5	2019-11-03	0	배달 예상시간도 나오고 처음 사용한 저에겐 너무 신세계였습니다	34
안녕	5	2018-11-30	0	포인트적립적은거 빼고는 너무너무좋은 어플이에요ㅠㅜ	27
옌퓨 `	5	2019-07-21	0	녹지도않고 맛있게 잘 먹었어요	16
덕이	5	2019-01-27	0	너무 편리하고 굿입니당~♡	14
김지순	5	2019-02-14	0	저렴한가격에 편리한 주문까지 좋아요~~	21
김인미	5	2019-07-29	0	이런앱에는 리뷰안남기는데 좋아요 자주자주 쿠폰좀날려주세요 ㅋㅋ	34
임수경	5	2019-04-25	0	좋아요.쿠폰사용도되고 포인트사용도되고 좋아요	24
RE GUN	5	2020-04-24	0	배달앱중에서는 가장 편하고 수수료 정책으로 욕먹으시던데 잘못 없으시니까 기운내세요	45
임기아	5	2018-10-01	0	네이버 페이 연동되서 너무 좋음요	18
해달	5	2019-04-15	8	배민 애용자입니다 어플 너무 좋아서 배민만 열심히 쓰고 있는데요ㅠㅠ오늘 5시 치킨 16000원 할인 하는 것 때문에 다른 음식 주문도 못하네요 무한버퍼링이라서요... 서버가 감당못할 이벤트라니 ㅜㅜ 좀 아니라 생각하네요	122
Google 사용자	5	2019-01-13	0	주문도 결제도 배송상황도 모두 만족	19
강세진	5	2019-06-22	0	주문도 편하고 결제도 편하고 ^^	18
최주희	5	2019-06-02	0	배달 빠르고 친절하고 좋아요	15
Google 사용자	5	2018-09-23	0	다른 배달 어플보다 상점이 많고 좋네요	21
옐리	5	2020-10-28	0	배달도 잘되고 종류가 많아서 좋아요??	21
박현주	5	2019-08-07	0	할인쿠폰도 주고 편하게 주문하고 좋아요	21
Hyun Lee	5	2019-10-06	0	9월 중복할인이벤트 10월에는 없나요ㅠ 배민만 사용하고싶어요~ 10월에도 중복할인 구매 만들어주세요~~~	58
KIM TAILYN	5	2020-04-03	0	갤s8은 홈화면이 이전과 동일합니다 검색창이 하단에 위치	31
이명수	5	2019-10-06	0	매번 잘 이용합니다 번창하세요~^^	19
추재민	5	2019-06-04	0	역시 배달 앱 점유율 51%를 점유할만큼 뛰어난 앱이다!!	32
이광규	5	2019-03-21	0	맛집 찾아보기 편해서 좋네요.	16
박다중	5	2019-09-04	0	야식시켜먹을집도많아서좋고 편리해서 더 좋아여	24
써녕	5	2019-06-11	0	배달비도 저렴하고 만족입니다	15
Min young	5	2019-01-04	0	요기요보다 배달료도 싸고 좋아요	17
김보경	5	2019-12-01	0	어디서나 배달이 되니 너무좋아요 요양병원 까지 커피가 배달될줄이야~^^	39
김주호	5	2018-09-25	0	소비자가 사용하기 간편한 UL로 되있어서 좋았어요	27
miok park	5	2019-08-11	0	자주 애용하는 어플이네요 만족도 굿!	20
민종필	5	2019-06-09	0	쿠폰두 잘주고 배달없체가 많은거같아요 추천합니다	26
이인정	5	2018-12-04	0	집에서도 출장을 가서도 잘 쓰고 있습니다.	23
송유선	5	2019-10-26	0	라이더도 친절하고 주문앱도 사용하기 편리했습니다	26
jj	5	2019-08-02	0	죠아요 쿠폰도 잘 사용하고 있어요!	19
kyungsoo seo	5	2018-10-09	0	손쉽게 배달음식 시켜먹을수 있어서 좋아요	22
오원택	5	2021-03-12	0	아는 사람은 누구보다 편한 앱 ㅋㅋㅋ	20
P4iN JinJu	5	2019-02-23	0	캐쉬백 쓸 수 있어서 참 좋아요 !	19
Google 사용자	5	2019-01-18	0	편하고 한번씩 오는 쿠폰도 쏠쏠하네요~^^	23
PURUM KANG	5	2018-12-23	0	빠르고 편하고 좋네요. 안 좋은 점은 없습니다.	26
Shiro Houoin	5	2018-11-05	0	전화로 일일히 주소 알려야하는 불편함이 없어요.	26
배수정	5	2020-11-18	0	먹고싶은거시킬수있는진짜꿀 템앱 아!맞다!선택할때도시락눌러서 두둠치밥에서 시켜먹어봐요.꿀맛!??	52
은탁러브	5	2019-06-22	0	배달도 맛도 양도 넘 만족합니다 마음에들어요	24
청초	5	2019-04-28	0	편리하고 이벤트도 많고 좋아요~	17
유진옥	5	2020-12-02	1	결제전에 주소확인하는 문구 하나만 띄어주시면 감사하겠습니다	32
jan yo	5	2019-06-26	0	호갱될꺼면 쓰세요 쿠폰도 선착순으로 주고 연예인은 막뿌려버리기!!!	37
Duney Ha	5	2019-11-04	0	쿠폰도 많고 요기요보다는 싸게싸게 먹는 중입니다??	28
Kim민정	5	2019-10-12	0	배달 잘되고'빠르구 정확하고 좋아요	19
이재호	5	2019-06-12	0	이제는 현금결제도 리뷰를 쓸수있어서 좋은듯 합니다	27
유니크한 유니콘	5	2019-04-26	0	할인쿠폰 받아서 반값에 맛있게 잘 먹었습니다.	25
쭈누찌우Tv	5	2019-01-18	0	역시 배달의 편리함과 신규 업장을 쉽게 알수있어좋음	28
정수원	5	2019-11-07	0	언제나 잘쓰고있습니다 쿠폰이나 적립금 같은거읍나요	27
sung jin	5	2019-04-29	0	요기요보다 갑자기 이벤트 많아져서 좋아졌어요 ㅜㅜ	27
Hyun7954 Kim	5	2018-12-25	0	부드럽고 맛있습니다 한달한번씩 주문해먹네요^^	25
김태형	5	2019-10-20	0	배달시켜먹기 참 좋아졌습니다 굿	17
Insik Hwang	5	2019-09-13	0	배달도 빠르고좋네요	10
정세미	5	2019-07-28	0	간편에서 유용하게 잘쓰고있습니다	17
신영하	5	2019-01-08	0	검색이 귀찮을때 최고!	12
dltls zkdhk	5	2019-09-09	0	좋아요.좋은데요....사장님에게남길말메모장에다가특수문장넣게해주시면안돼요??글만남기려니좀..	50
방김지지	5	2019-07-03	0	쿠폰당첨 안되서 빡치네요 전구 9800등으로 많이 썼는데 진짜 개빡도네	39
hyun-joo Park	5	2019-03-09	0	배달의 주문앱중 최애합니다.	15
왕승균	5	2019-03-10	0	배달음식 생각날 때마다 잘 이용하고 있습니다.	25
Google 사용자	5	2019-03-28	0	배달도착시간까지 안내해주셔서 너무 좋아요!	23
베레니케	5	2018-12-21	0	주문 간편하고 결제 고민 없어서 좋아요	21
안녕힘내	5	2019-08-16	0	지금까지 요기요만 썼는데.. 외국기업이어서 놀랐네요 배민으로 바꿔보려 합니다	42
강종호	5	2019-04-19	0	정말 편리하고 혜택도 많아서 좋아요	19
Google 사용자	5	2018-10-19	0	편리하고 배달 빨라서 좋아요	15
호에에에에에에엥	5	2019-06-27	0	UI깔끔하고 사용간편합니다	14
Google 사용자	5	2019-01-19	0	정말 배달 빠르고 맛있네요	14
강스나이퍼	5	2019-10-13	0	맛 좋고 양도 푸짐하고,강추 합니다.	20
J.K LEE	5	2019-04-14	0	언제나 맛잇는 음식 잘 시켜먹고잇어요	20
강기해	5	2019-09-03	0	새로운 맛집에 할인까지~~ 정말 대만족입이다.^^	27
김은주	5	2019-10-23	0	배달도 빨라서 매일 사용하고있어요	18
바울	5	2019-03-24	0	카테고리별로 아주 잘 되었군요~ 좋습니다!	23
최양수	5	2019-10-18	0	신속 정확 맛도좋고 다 좋네요	16
28기문진현	5	2019-05-07	0	할인도 되고 진작에 쓸걸	13
영국신사	5	2019-07-17	0	사용하기 좋습니다(주간/월간/쿠폰 많이 주세요)	26
SangJae Hong	5	2018-11-29	0	잘 쓰고 있습니다 수수료 때문인지 업자들이 좋아함	27
장재원	5	2019-05-26	0	너무 퍼주시면 부담시러버유..	16
Google 사용자	5	2019-02-14	0	요즘같이 정보화시대에 넘 좋아요	17
김창임	5	2019-06-10	0	너무 좋고 다양하고 편해서 좋아요	18
Google 사용자	5	2019-02-10	0	다른 앱보다 주문 가능한 업체가 많아서 좋네요	25
선최	5	2018-11-01	5	주문이 쉬워서 돈쓰기도 쉬움ㅡㅡ	17
씨민	5	2019-05-19	0	배달앱 처음 써봤는데 좋네요.잘사용하겠습니다. 이벤트 쿠폰 감사합니다	38
작은페카 가 페카보다 세닷!!!!!!!!!!!!!!!!!	5	2019-01-01	0	편리하고 빠르고 짱 할인되니 더짱	18
정지원	5	2019-10-27	0	배달팁이 아깝기도 하지만 쿠폰이 자주 제공돼서 좋아요	29
Google 사용자	5	2019-03-18	0	이용도 편리하고 좋아요~	13
Sang-Chae Park	5	2019-08-03	0	배달 어플 가운데 가장 좋아요.	17
???	5	2020-06-13	0	배달현황 업데이트 언제된건지 모르겠는데 되게 좋네요 굿굿	31
진그레이	5	2019-10-18	0	이벤트를 통한 할인이 많아서 좋네요	19
김영근	5	2019-08-04	0	처음 이용해 보는데 너무 유용합니다.감사합니다.	26
김지연	5	2019-07-16	0	괜찮아요 편하고.. 요기요나 다른 어플을 안 써봐서 비교할순 없네요 ㅎㅎ	40
_Zu _E	5	2019-04-06	0	간편하게 시킬수 있어서 좋아요	16
이수정	5	2018-10-29	0	가끔할인받으며 주문할수있어서 좋네요	19
남상철	5	2019-06-10	0	생각보다 배달이 빨리와서 좋았네요	18
청전국구 아줌마	5	2019-05-06	0	빠른배송과마늣있는음식잘먹었읍니다	17
이보노보노	5	2019-10-09	0	편리하고 관리가 잘 되어 좋네요	17
황은정	5	2021-01-17	0	ㅍㅍㄷㅍㄹㅍㅇㅊㅋㅋ첱ㅍ오ㅓ어고오고고류슈루술수ㅜ류어냐ㅑ코오고ㅗ조로로로호러럴로ㅗ결롤홋ㅎ혀로로햐309ㅅㅎ햐럃7ㄲ43로ㅗ갸후개ㅑ9ㅛㅛ큐토루엍ㅎ어ㅔ로러러러러러로로로러로고ㅗㅎㅎㅎ롤호ㅗ호ㅗㅎㅎㅎ호고호고ㅓ거소소고거ㅓ것러러ㅓㅔㅗㄱ호곡호휽ㅎㅎ갸ㅓ거ㅓㄸㅇ	131
Hyunchul Yoon	5	2018-10-27	0	싸고 편리하고 좋아요~	12
최현모	5	2019-06-09	0	할인도해주고 편안 하게 주문 했네요	19
Eunkyoung Kim	5	2018-10-20	0	매번 맛집 음식 먹는거 같아서 기분이가 좋네용~	26
김윤성	5	2019-11-03	0	요기요에지지 말아요 본전도 못건지는 마케팅은 하지 마시구여	32
나영아	5	2019-08-19	0	요즘 쿠폰이 많아져서 정말 좋아요^^	20
Google 사용자	5	2019-01-08	0	쿠폰할인혜택이 많길바래봅니다~	16
이즈라엘	5	2019-09-11	0	쉽고편 하게먹을 수있어좋아요!!	17
포디엠	5	2020-03-04	0	편리해요~ 이런 서비스 넘 좋음~ ^^	21
Chulhoon Sim	5	2019-02-24	0	배달시켜먹기 정말 좋아요.	14
김세종	5	2019-06-09	0	편하게 주문 잘 하고 있어요	15
jeongmin lee	5	2019-07-20	0	앱설치 쉽고 편리하게 되어있어요	17
박희선	5	2021-02-25	0	전 잘쓰고있습니다	9
톡쏘다	5	2018-12-25	0	점점 더 편리해지는거 같아 많이 많이 이용하고 있어요!	30
kayoung Lee	5	2019-04-02	0	너무 잘 쓰고있어요~ pc도 되게 해주세요~	24
남은주	5	2019-08-02	0	저희 단골집이 배달이되어서 정말 좋아요 배달의민족 아니였음 배달시킬생각도 못할 동네라..ㅎㅎ좋아요	54
바나나코코넛	5	2019-05-26	0	랜덤쿠폰인가요? 배고플 때 어쩌고 쿠폰이 깜짝 발견되어 잘 써서 잘 먹었어요??	44
앙꼬	5	2020-12-09	1	데이먼스이어가 광고 찍어서 갑자기 너그러워졌어요	26
Google 사용자	5	2019-01-29	0	빠르고 결제 방법도 다양해서 좋았음	19
류다미아제	5	2019-10-06	0	신속정확 그리고 배달상황까지 굿~!!!	21
언님	5	2019-01-06	0	쿠폰도 자주 주고 너무 좋습니다!!!!	21
Fear nun	5	2018-11-13	0	배달 시키고 싶을때마다 사용중 입니다. 사용하기 편해요.	31
월화수	5	2018-10-28	0	다양한 음식점이 있어서 고르기 좋았어요	21
정재석	5	2019-09-08	0	편해요 사용도 간편하고	12
김재덕	5	2019-07-23	0	흠....쉽고 빠르고 믿을 수 있게...맛있다*^^*	29
김수현	5	2019-08-16	0	편리하고 ..할인도받고...좋아요~	19
조슬기	5	2019-09-05	0	쿠폰도주시고 너무마싯게 잘먹었습니다.	20
스니퍼	5	2019-06-04	0	편리하네요 잘되는데는 이유가 있겠죠	19
케니스송	5	2019-10-20	0	첨 주문 쉽게 할수있어 좋았어요	17
강기형	5	2018-10-04	0	간단하고 빠르고 맛있게 ^^	15
Play MN	5	2019-05-26	0	사람들이 요즘 배민 다 하는 것 같아서 써보니까 좋네요 할인도 많이 해주고 ㅎ	43
사이좋은채소자매	5	2019-11-20	0	주문결제도 편하고 좋네요	13
Google 사용자	5	2019-01-26	0	빨리 편하게 시켜먹을 수 있는 좋은 앱 입니다~^^	28
최빈나	5	2019-10-07	0	항상 잘쓰고있습니다 ㅎㅎ	13
김수연	5	2019-05-20	0	더 많은 가게에서 배달되었으면 하고요 배달료도 저렴하게	30
팔콘	5	2019-12-01	0	쿠폰도 잘주고 편리합니다	13
흔한 겜돌이의일기	5	2019-09-03	0	괜찮은데 음식점을 더 다양하게 업데했음 좋겠습니다	27
뽀또	5	2019-09-13	0	최고최고! 배달앱 너무 편해용	16
rungyee gi	5	2019-05-22	0	안쓰려다 시류에 밀려사용 통화안해도 되니 편하군요	27
Kyunee	5	2019-01-06	0	그나마 보편화되고 무난한 배달 앱 ㅇㅇ 소비자의 권리가 조금 더 보장되었으면 좋겠음	46
박성율	5	2018-11-18	0	덕분에 맛있는 음식 잘 시켜서 먹고있어요~	23
김보미	5	2019-11-16	0	편리하고 넘 좋아요~	11
수다쟁이가현	5	2018-11-25	0	쉽게 배달음식 주문가능함	13
박미영	5	2019-02-13	0	배달도 빠르고 맛도 좋았습니다.	17
JongChul Lee	5	2019-01-05	0	다양하고 너무 편리합니다. 아주 좋아요	21
김기훈	5	2019-08-08	0	훌륭해요 ㅋㅋ 배달기사님들 친절ㅋㅋ	19
서성준	5	2019-04-13	0	편리하고 수수료도 밀족	12
박현순	5	2019-08-15	0	할인 쿠폰도 주시고 좋은 어플입니다~^^	22
Google 사용자	5	2019-02-16	0	배달 앱 중에서 이곳에 등록된곳에 맛있는 곳이 더 많네요.	32
Shawn shin	5	2018-12-22	0	편하고 좋아요 쿠폰도 가끔 주네요 ㅎㅎ	21
박모니카	5	2019-12-01	0	빠르고 전화도 바로 받아서 좋음	17
강진석	5	2019-04-10	0	그냥 맛있어요 표현할 수 없는 바로 그 맛이예요	26
조갑식	5	2019-02-23	0	언제 먹어도 깔끔한 치킨의 본연의 맛을 보로ㅜ 있습니다.	31
O H	5	2019-06-16	0	이벤트쿠폰나와서사용하게됫어요 만족합니다	21
린푸	5	2019-02-21	0	좋습니다만.. 배달안되는 업체는 안보였으면하네요	26
이정숙	5	2019-06-15	0	종종 쿠폰도주시고 진짜 잘이용하고있어요 좋아요	25
이일동	5	2019-06-19	0	쓰기 편하고 다양 해서 좋음	15
Mini Lee	5	2018-12-01	0	배민 정말 강추해요!!! 아이콘들도 귀엽게 먹음직 스럽고~~	33
문주희	5	2019-09-17	0	언제도착하는지 바로문자도 오고 안기다려서 넘좋았음	27
최욱진	5	2019-08-16	0	배민 어플은 처음 사용해보는데 할인이 엄청 되네요 아주 좋아요	34
원기리	5	2019-09-20	0	할인쿠폰도 많고 식당들도 다양해서 좋아요	22
김도은	5	2019-06-18	0	나배민 거의 맨날시켜먹는데 한달에 25번이상시킵니다 왜나는 이벤트에 꽝되는거냐구여 ㅠㅠㅠㅠ 똑땅합니다 한번이라도 더시켜먹고싶은데 -먹보-	76
Seung Joo lee	5	2019-07-21	0	주변맛집도 잘 설명되어있어 좋아요	18
냥감지	5	2018-11-29	0	간편하고 주소못알아듣는일 없어서 좋음	20
??	5	2021-01-05	0	배민만큼 쓰기 편한게 없음	14
Google 사용자	5	2019-01-13	0	할인쿠폰줘서 잘 썼습니다~^^	16
김멋짐	5	2020-09-26	0	배민은 영어버젼은 안나오나요??? 미군부대 동네 사는데요 미군이약 4만명정도사는데요 배민말고 다른 플랫폼 셔틀이라고 쓰는데요 배달의민족이 영어버젼이 안나와서 비싼돈 들여서 음식시켜먹는다고 하네요 우리나라도 외국인들 많이사는데 한국말로만 되있어서 불편하다고 합니다 미군들 용산 오산 송탄 부산 자기들 미국친구들 배달시켜먹을라면 불편하고 전화로하면 못알아듣고 셔틀이라는 프로그램은 음식값비싸고 또 미국친구들이 운영하는 식당친구가 있는데 셔틀이라는 플랫폼이 수수료를 25%나띄어서 남는게없다 무지하소연을하네요 배달의민족도 영어버젼이 나왔으면 좋겠습니다	305
정수진	5	2019-07-11	0	조아요 쿠폰도 아낌없이 쏘시구요 감사합니다 좋은앱 추천 꾹 눌러유	36
??	5	2020-06-09	1	총주문금액 왜 사라졌나요	13
강경문	5	2019-01-09	0	예전에는 배달 생각도 못했던 것도 배달 되니까 좋아융	29
신꽃	5	2019-01-01	0	직접 안 가고 배달해준거 너무 편해요	20
미니_랜드	5	2019-08-21	0	역시 친절하고 빠르네요	12
Junyeub Song	5	2019-05-15	0	국민앱이니 설명할게 없습니다. 잘쓰고 있어요.	25
junhyeok moon	5	2019-10-13	0	요기요 보다 편함 보기도 편함	16
Google 사용자	5	2019-03-06	0	사용성은 만족합니다, 더욱더 좋은 사회적 기업이 되었으면 합니다.	36
참좋은_jh	5	2019-05-03	0	깔끔한 배달 다음에도 이용할게요~	18
won kwang Choi	5	2019-03-03	0	도시에서는 사용 하기 좋은데... 시골에서는 별로....	31
남.호규	5	2019-03-26	0	편리하고종류가다양해서좋아요감사합니다	19
ka young yang	5	2018-11-21	0	맛난음식 빠르게 배달되어 너무 좋아용~~♡ 강추강추강추	30
류건우	5	2019-04-28	0	맛 최고 배달기사님 친절감사합니다	18
